ID,metapredict_scores
Q9JN69|sequence|(S)-2-hydroxypropylphosphonic acid epoxidase OS=Pseudomonas syringae OX=317 GN=hppE Disorder_Order_2,0.57075
Q9JN69|sequence|(S)-2-hydroxypropylphosphonic acid epoxidase OS=Pseudomonas syringae OX=317 GN=hppE Disorder_Order_3,0.85425
P42639|sequence|Tropomyosin alpha-1 chain OS=Sus scrofa (Pig) OX=9823 GN=TPM1 Disorder_Order_2,0.13201960784313724
P03726|sequence|Peptidoglycan transglycosylase gp16 OS=Escherichia phage T7 (Bacteriophage T7) OX=10760 Disorder_Order_2,0.8806923076923077
P03726|sequence|Peptidoglycan transglycosylase gp16 OS=Escherichia phage T7 (Bacteriophage T7) OX=10760 Disorder_Order_3,0.7234166666666666
P03726|sequence|Peptidoglycan transglycosylase gp16 OS=Escherichia phage T7 (Bacteriophage T7) OX=10760 Disorder_Order_4,0.32568539325842694
P03726|sequence|Peptidoglycan transglycosylase gp16 OS=Escherichia phage T7 (Bacteriophage T7) OX=10760 Disorder_Order_5,0.15473846153846155
P03726|sequence|Peptidoglycan transglycosylase gp16 OS=Escherichia phage T7 (Bacteriophage T7) OX=10760 Disorder_Order_6,0.09366331658291457
P03726|sequence|Peptidoglycan transglycosylase gp16 OS=Escherichia phage T7 (Bacteriophage T7) OX=10760 Disorder_Order_7,0.20310614525139667
P03726|sequence|Peptidoglycan transglycosylase gp16 OS=Escherichia phage T7 (Bacteriophage T7) OX=10760 Disorder_Order_8,0.4792
A0A0H3JQV2|sequence OS=Staphylococcus aureus (strain Mu50 / ATCC 700699) OX=158878 Disorder_Order_2,0.7702631578947369
P03700|sequence|Integrase OS=Escherichia phage lambda (Bacteriophage lambda) OX=10710 GN=int Disorder_Order_2,0.797
P20839|sequence|Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens (Human) OX=9606 GN=IMPDH1 Disorder_Order_2,0.664923076923077
P20839|sequence|Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens (Human) OX=9606 GN=IMPDH1 Disorder_Order_3,0.62875
P20839|sequence|Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens (Human) OX=9606 GN=IMPDH1 Disorder_Order_4,0.71184
P20839|sequence|Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens (Human) OX=9606 GN=IMPDH1 Disorder_Order_5,0.7669333333333334
P20839|sequence|Inosine-5'-monophosphate dehydrogenase 1 OS=Homo sapiens (Human) OX=9606 GN=IMPDH1 Disorder_Order_6,0.7192666666666666
Q12449|sequence|Hsp90 co-chaperone AHA1 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=AHA1 Disorder_Order_2,0.816
Q9KPS1|sequence|Na(+)-translocating NADH-quinone reductase subunit A OS=Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961) OX=243277 GN=nqrA Disorder_Order_2,0.7172142857142857
E9RAH5|sequence|Thioredoxin reductase gliT OS=Neosartorya fumigata (strain ATCC MYA-4609 / Af293 / CBS 101355 / FGSA1100) (Aspergillus fumigatus) OX=330879 GN=gliT Disorder_Order_1,0.7809090909090909
