ID,metapredict_scores
P10721|sequence|Mast/stem cell growth factor receptor Kit OS=Homo sapiens (Human) OX=9606 GN=KIT Disorder_Disorder_2,0.9190714285714285
Q12368|sequence|23 kDa U4/U6.U5 small nuclear ribonucleoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=SNU23 Disorder_Disorder_2,0.7230000000000001
Q12368|sequence|23 kDa U4/U6.U5 small nuclear ribonucleoprotein component OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=SNU23 Disorder_Disorder_3,0.7442083333333334
Q02821|sequence|Importin subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=SRP1 Disorder_Disorder_3,0.8162857142857144
Q02821|sequence|Importin subunit alpha OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=SRP1 Disorder_Disorder_4,0.7942666666666667
Q9HXA6|sequence|Tox-REase-5 domain-containing protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JC14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 Disorder_Disorder_2,0.8695416666666667
Q9HXA6|sequence|Tox-REase-5 domain-containing protein OS=Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JC14847 / LMG 12228 / 1C / PRS 101 / PAO1) OX=208964 Disorder_Disorder_3,0.8715600000000001
P54274|sequence|Telomeric repeat-binding factor 1 OS=Homo sapiens (Human) OX=9606 GN=TERF1 Disorder_Disorder_2,0.5905454545454545
Q9BPX5|sequence|Actin-related protein 2/3 complex subunit 5-like protein OS=Homo sapiens (Human) OX=9606 GN=ARPC5L Disorder_Disorder_2,0.575388888888889
O02696|sequence|Phosphoinositide 3-kinase regulatory subunit 5 OS=Sus scrofa (Pig) OX=9823 GN=PIK3R5 Disorder_Disorder_2,0.8624117647058823
O02696|sequence|Phosphoinositide 3-kinase regulatory subunit 5 OS=Sus scrofa (Pig) OX=9823 GN=PIK3R5 Disorder_Disorder_3,0.8464158415841584
O02696|sequence|Phosphoinositide 3-kinase regulatory subunit 5 OS=Sus scrofa (Pig) OX=9823 GN=PIK3R5 Disorder_Disorder_4,0.9002727272727273
O02696|sequence|Phosphoinositide 3-kinase regulatory subunit 5 OS=Sus scrofa (Pig) OX=9823 GN=PIK3R5 Disorder_Disorder_5,0.7802142857142857
O02696|sequence|Phosphoinositide 3-kinase regulatory subunit 5 OS=Sus scrofa (Pig) OX=9823 GN=PIK3R5 Disorder_Disorder_6,0.8156551724137932
D5ARP9|sequence OS=Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003) OX=272942 GN=ccoH Disorder_Disorder_2,0.24349137931034484
P46675|sequence|Protein STU2 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=STU2 Disorder_Disorder_3,0.7828181818181819
Q08278|sequence|Mediator of RNA polymerase II transcription subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=MED7 Disorder_Disorder_2,0.9353333333333332
Q08278|sequence|Mediator of RNA polymerase II transcription subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=MED7 Disorder_Disorder_3,0.6325416666666667
Q08278|sequence|Mediator of RNA polymerase II transcription subunit 7 OS=Saccharomyces cerevisiae (strain ATCC 204508 / S288c) (Baker's yeast) OX=559292 GN=MED7 Disorder_Disorder_4,0.9345454545454545
